,id,content,content_clean,sentiment
124,UgzOlgRQlME7XmdXKrV4AaABAg.9BSrxNWbLQb9RZ2IGrZ6hc,@SeeYallProVaxxersInTheWinterLMFAOO What would happen is the engine would start revving way faster than it can handle and would almost immediately destroy itself. There’s a decent chance you’d die, What would happen is the engine would start revving way faster than it can handle and would almost immediately destroy itself There’s a decent chance you’d die,2
125,UgzOlgRQlME7XmdXKrV4AaABAg.9BSrxNWbLQb9RZ1-MTsnVX,@The left upright at soldier field what would actually happen I don’t much about cars lmao. Would you die u think🤣, left upright at soldier field what would actually happen I don’t much about cars lmao Would you die u think🤣,1
126,UgzOlgRQlME7XmdXKrV4AaABAg.9BSrxNWbLQb9REMhWlKHLi,@glibg10b you’d turn the engine into a nuke if you did that, you’d turn the engine into a nuke if you did that,1
127,UgzOlgRQlME7XmdXKrV4AaABAg.9BSrxNWbLQb9RDvVSYpPsl,Imagine going 400 km/h then shifting to 1st,Imagine going 400 kmh then shifting to 1st,1
128,UgzOlgRQlME7XmdXKrV4AaABAg.9BSrxNWbLQb9Q1_EbNNDDO,Not the only vehicle that's done it,Not the only vehicle thats done it,3
129,UgwbHNaaP2ACcsN3vVN4AaABAg,"5:36
 - What was his average?
- 431km/h. 
Silence.
- In miles?
- 267. 
Wooooooooooooooooooooow.","536
  What was his average
 431kmh 
Silence
 In miles
 267 
Wooooooooooooooooooooow",1
130,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9VhEblXKp3B,What's that in church of England ?,Whats that in church of England ,5
131,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9Ugq2_rNhml,"@yammmit Just because the USA uses it, doesn't mean it's a good system.", Just because the USA uses it doesnt mean its a good system,3
132,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9Tpq7cnmqot,"@SFAAPK7 because the second top speed limiter is right at 420, they probably unlocked it completely", because the second top speed limiter is right at 420 they probably unlocked it completely,2
133,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9Splwy68hAQ,@Bhaskar Bhardwaj interchangeable like everyone else., Bhardwaj interchangeable like everyone else,5
134,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9Sp7SVoOF9X,I thought the english used the metric system,I thought the english used the metric system,3
135,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9SN2oF2_b9A,@iamsoobad *laughs in statute mile*, laughs in statute mile,1
136,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9SN07z7XLm3,@iamsoobad again the people who want to use the metric system don't know how to measure anything anyway, again the people who want to use the metric system dont know how to measure anything anyway,3
137,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9SN-qLPJYoV,No use in converting to the metric system,No use in converting to the metric system,1
138,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9RkPmfblNvM,@yammmit what biggest country?, what biggest country,1
139,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9RgL4FyhGEQ,James had to translate it for those who are from 18th century.,James had to translate it for those who are from 18th century,3
140,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9QN99EO2TLe,"@- spudman 2.0 Contrary to popular belief, calling people retarded doesn’t make you sound smarter. It does the exact opposite. Also, I think that having only one measuring system based off of 10 is smarter than the arbitrary roller coaster that we call the imperial system.", spudman 20 Contrary to popular belief calling people retarded doesn’t make you sound smarter It does the exact opposite Also I think that having only one measuring system based off of 10 is smarter than the arbitrary roller coaster that we call the imperial system,2
141,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9PQo_DQfPyU,Bro they use miles and mph several times in THIS VIDEO wtf are you idiots arguing about? Miles and mph are the preferred units in most car-related contexts,Bro they use miles and mph several times in THIS VIDEO wtf are you idiots arguing about Miles and mph are the preferred units in most carrelated contexts,3
142,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9OvbuDa6dHe,@Pierzing.glint1sh7 how about 119 meters per second,glint1sh7 how about 119 meters per second,1
143,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9NTl4T3Jzla,"@- spudman 2.0 Anyone who thinks that switching between systems is ""smart"" hopefully stays out of engineering.", spudman 20 Anyone who thinks that switching between systems is smart hopefully stays out of engineering,1
144,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9MCXI8lBH0c,"Although most countries use kmph, but above 320kmph it isn't as memorable as 200mph",Although most countries use kmph but above 320kmph it isnt as memorable as 200mph,3
145,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9KlJzC8LKvi,@Bryn Sadler yeah 4 brain cells., Sadler yeah 4 brain cells,1
146,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9K0-ThOcD9E,his average is velocity= total distance(m) / total time (s),his average is velocity total distancem  total time s,3
147,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9J8PMfS0jat,"@Taekwondo Time I guess, what SFAAPK7 meant was that Veyron SS's acceleration when James was driving, was worse than when test driver was driving it", Time I guess what SFAAPK7 meant was that Veyron SSs acceleration when James was driving was worse than when test driver was driving it,3
148,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9HpqF1xRKRV,@Taekwondo Time chill buddy, Time chill buddy,5
149,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9GvvIsDs8CJ,@Pierzing.glint1sh7 You're missing the point. How YOU think is not how sales and marketing departments think and it's not how products get advertised to consumers.,glint1sh7 Youre missing the point How YOU think is not how sales and marketing departments think and its not how products get advertised to consumers,1
150,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9GuJ1Sj_mbi,"@Taekwondo Time 431 sounds faster"", what just because its a bigger number? Numbers are meaningless without context. You simpleton 🤣", Time 431 sounds faster what just because its a bigger number Numbers are meaningless without context You simpleton 🤣,2
151,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9GdMWN8QJ97,Brits 😂😂😂,Brits 😂😂😂,5
152,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9Fw5ADwcI-G,"Miles? You mean in church of England, right?",Miles You mean in church of England right,5
153,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9Ej-gTlmXEV,"@dzombaj_ga 1st off don't call me mate, 2nd yes, yes I do",ga 1st off dont call me mate 2nd yes yes I do,1
154,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9Eht4eLzL-t,@Bryn Sadler nah mate you don't, Sadler nah mate you dont,1
155,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9DxPatowoXT,@iamsoobad why do some people not have a sense of humour?, why do some people not have a sense of humour,1
156,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9DxNmlB0TLQ,"@Bryn Sadler I'm sorry, forgot how smart you were, having your units
a) based off of the metric system
b) in completely random scales (1 foot = 12 inches, 1 mile = 1700 something yards?)

I forgot that having everything in powers of 10 is stupid and confusing. Again, very sorry."," Sadler Im sorry forgot how smart you were having your units
a based off of the metric system
b in completely random scales 1 foot  12 inches 1 mile  1700 something yards

I forgot that having everything in powers of 10 is stupid and confusing Again very sorry",1
157,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9CrgoCr5x8Y,"@Liviu's Maximus and a half, dont forget the half",s Maximus and a half dont forget the half,3
158,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9CktOWFUOob,"@Bryn Sadler 
4"," Sadler 
4",1
159,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9CTMowYAKFm,"@SFAAPK7 As you approach the top speed of a vehicle, it takes a long time to gain extra speed. Hitting the highest speed means coming out of that banked turn as fast as possible so you have as much speed as you can going into the straight and therefore as much time and distance as possible to allow the vehicle to accelerate.  :)", As you approach the top speed of a vehicle it takes a long time to gain extra speed Hitting the highest speed means coming out of that banked turn as fast as possible so you have as much speed as you can going into the straight and therefore as much time and distance as possible to allow the vehicle to accelerate  ,5
160,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9CTLz6VuUgT,@Taekwondo Time yeah that's what was so confusing. The bugatti test driver blitzed passed James' record when the car was struggling to go faster with James in it., Time yeah thats what was so confusing The bugatti test driver blitzed passed James record when the car was struggling to go faster with James in it,1
161,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9CTJjulHS8g,"​@SFAAPK7 He probably exited the banked turn faster going into it. Once you get to the straight, it's just a question of keeping the pedal to the floor and holding the car in a  straight line.",​ He probably exited the banked turn faster going into it Once you get to the straight its just a question of keeping the pedal to the floor and holding the car in a  straight line,2
162,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9CTHvBkY19b,I might be being completely stupid here but why did the test driver get such a higher speed on the straight than James?,I might be being completely stupid here but why did the test driver get such a higher speed on the straight than James,1
163,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz9CRP5UeFF00,@Vaidas Spu that's because us British have more than 3 brain cells, Spu thats because us British have more than 3 brain cells,1
164,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz99RPRbrT2t1,And that 431 is not MAXIMUM,And that 431 is not MAXIMUM,1
165,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz98WyG3lXQF8,Two more mph pls,Two more mph pls,2
166,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz98RDbMKyquM,I just noticed there silence on the kmh figure now that you've mentioned it.,I just noticed there silence on the kmh figure now that youve mentioned it,2
167,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz984HJ_UsAIA,Vaidas Spu congrats colonialism. If they did only one thing they standardized a unit of measurement,Vaidas Spu congrats colonialism If they did only one thing they standardized a unit of measurement,1
168,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz97xkJ-Gmj1f,Luigi Rozza “bloody Nora.” James says it all the time. It is English.,Luigi Rozza “bloody Nora” James says it all the time It is English,1
169,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz97xH9bA7tMx,3:11 what does it say in english?,311 what does it say in english,5
170,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz97vY44qd3e2,Vaidas Spu and that probably won’t change.,Vaidas Spu and that probably won’t change,1
171,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz97vIrbS8rbR,​@yammmit 17 countries use mph and 179 don't,​ 17 countries use mph and 179 dont,1
172,UgwbHNaaP2ACcsN3vVN4AaABAg.8pbFTCr-qiz97gwuCmB9nA,big boss and yet they still use it on a British television shows and one of the biggest countries on Earth uses it.,big boss and yet they still use it on a British television shows and one of the biggest countries on Earth uses it,5
173,Ugzn--ouf4rEUlofqoZ4AaABAg,"The true hero here is the tires. Congrats to the manufacturer. People dont realize how difficult it is to create tires that wont shred at such speeds. Let's get real. The tires are very very important, most would say the most important study in this video was the tires. The veyron is just a tool used to show off the capabilities of the tires. Tires.",The true hero here is the tires Congrats to the manufacturer People dont realize how difficult it is to create tires that wont shred at such speeds Lets get real The tires are very very important most would say the most important study in this video was the tires The veyron is just a tool used to show off the capabilities of the tires Tires,5
174,Ugzn--ouf4rEUlofqoZ4AaABAg.9733AjfhSg99c6TnVPHLmB,"@Eric Cobb You'd get better luck with Michelin, who supply Bugatti's tires.", Cobb Youd get better luck with Michelin who supply Bugattis tires,2
175,Ugzn--ouf4rEUlofqoZ4AaABAg.9733AjfhSg99_bkE_Zovw1,I've heard that this kind of speed makes a stress like around 7 tons were hanging on each tire.,Ive heard that this kind of speed makes a stress like around 7 tons were hanging on each tire,1
176,Ugzn--ouf4rEUlofqoZ4AaABAg.9733AjfhSg99_S9fuKXjCI,I tried calling Bugatti to get tire specs for my Accord V6.  They hung up on me.  Rude.,I tried calling Bugatti to get tire specs for my Accord V6  They hung up on me  Rude,1
177,Ugzn--ouf4rEUlofqoZ4AaABAg.9733AjfhSg99XvzhSU3Mnu,Ya tire'd mate?,Ya tired mate,1
178,Ugzn--ouf4rEUlofqoZ4AaABAg.9733AjfhSg99UAmpPufXjG,"@doabarrellroll69 If Polly Motorsport new about it, their 1980s Trans Am wouldn't have gone 407kph. 
No engineers, no waiting for optimal temp, no custom made tires. Just aftermarket parts and a bloke who tinkered 80s car together."," If Polly Motorsport new about it their 1980s Trans Am wouldnt have gone 407kph 
No engineers no waiting for optimal temp no custom made tires Just aftermarket parts and a bloke who tinkered 80s car together",1
179,Ugzn--ouf4rEUlofqoZ4AaABAg.9733AjfhSg99QoM32iZUae,Finally someone who understands cars properly,Finally someone who understands cars properly,5
180,Ugzn--ouf4rEUlofqoZ4AaABAg.9733AjfhSg997NDl_KLllw,"Indeed, I remember someone saying ( I think it was Bugatti or someone else ) that the problem with going fast is not power, but tyres. Going at high speed puts a lot of heat and stress on the tyres, so being able to hold up at such high speeds is remarkable really",Indeed I remember someone saying  I think it was Bugatti or someone else  that the problem with going fast is not power but tyres Going at high speed puts a lot of heat and stress on the tyres so being able to hold up at such high speeds is remarkable really,5
181,Ugy6ZiEvEr-3t-Od1TR4AaABAg,"Well, realistically, James is probably one of the few who will ever take that car to that speed",Well realistically James is probably one of the few who will ever take that car to that speed,5
182,Ugy6ZiEvEr-3t-Od1TR4AaABAg.94JwyMK4YoW9YnmTdCR9ah,@MJ Incredible, Incredible,5
183,Ugy6ZiEvEr-3t-Od1TR4AaABAg.94JwyMK4YoW9YjyiJOY6xa,"@The Socially Awkward Falcon 🇺🇦 Dunno, there's also Smokey Nagata a veteran of doing over 300 kmh on track and public roads and he seems to be the owner of Top Secret tuning shop. He travels worldwide to set records on tracks and public roads.", Socially Awkward Falcon 🇺🇦 Dunno theres also Smokey Nagata a veteran of doing over 300 kmh on track and public roads and he seems to be the owner of Top Secret tuning shop He travels worldwide to set records on tracks and public roads,3
184,Ugy6ZiEvEr-3t-Od1TR4AaABAg.94JwyMK4YoW9YjH-PO0bub,@MJ How in flak does someone manage that?, How in flak does someone manage that,5
185,UghsK_niEFhkuHgCoAEC,"My favorite line ever: 'Godspeed, captain slow!'",My favorite line ever Godspeed captain slow,5
186,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19Za1ycH7fYO,What does it mean?,What does it mean,5
187,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19YTp8BgnQUO,@MarcLeSlac dkfkfiói, dkfkfiói,3
188,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19Xr3hMZ9Qmx,@Jaxson Corey that a Lancaster?, Corey that a Lancaster,1
189,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19Xr3eStpIKb,@Nigel G. same, G same,1
190,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19Xr3ciK9fiF,Yup,Yup,5
191,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19TrmXR5qsz0,Apparently slow is 260 mph,Apparently slow is 260 mph,2
192,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19SYaS7VT91G,Our*,Our,5
193,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19Igdu6RRcQH,as i read this i paused at the same time as he said that,as i read this i paused at the same time as he said that,1
194,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19IcfhvkURwn,buffeting,buffeting,5
195,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19IG1F0zhe8d,@Macha Hithesh Kumar Reddy u stupid, Hithesh Kumar Reddy u stupid,1
196,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19IG1DiwKKBc,Lol,Lol,3
197,UghsK_niEFhkuHgCoAEC.8PjLB6vVBr19BbbJ_38kyM,He is now captain fast when he said that line,He is now captain fast when he said that line,5
198,Ugx6HronCcF8wPmZUMp4AaABAg,Who’s here after the Chiron finally broke 300+?,Who’s here after the Chiron finally broke 300,1
199,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9YhMxgnkb9T,"@Deadsphere divo is lighter and has more downforce, but also more drag, so it has lower top speed, but can go around a track faster. Chiron has less drag, so higher top speed, but less downforce, so it's slower around a track", divo is lighter and has more downforce but also more drag so it has lower top speed but can go around a track faster Chiron has less drag so higher top speed but less downforce so its slower around a track,3
200,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9Ryq6IwE0sn,@Aayan Chiron I thought the Boldie was made for the track., Chiron I thought the Boldie was made for the track,3
201,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9QwfmaNM_oM,@Aayan Chiron Chiron super sport 300+ to be precise, Chiron Chiron super sport 300 to be precise,5
202,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9Ny9OB93QJI,@Maskaradebannana one word “F50”, one word “F50”,1
203,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9NHFsbDZUoe,When Tuatara (supposedly) broke 327 mph?,When Tuatara supposedly broke 327 mph,1
204,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9Mixtlj7Ps5,Christian Von Koenigsegg would like a word with you.,Christian Von Koenigsegg would like a word with you,4
205,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9M1ksLhXTrg,@Maven ? tuatara sucks,  tuatara sucks,1
206,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9M1kpajsR9F,@Haris Sohail one word “LFA”, Sohail one word “LFA”,1
207,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9LOZBY_QBn6,"Imo Bugatti is still the kings of top speed. Why? Their cars are still considered luxury cars with radio and other things you get in a normal car. And yet despite that and having around 300-400 kg more weight than Koenigseggs and SSCs etc, they can still compete for the fastest car ever. All Koenigseggs are extremely light hypercars that are solely built for top speed. But Bugatti? They still clock in comfort and luxury.",Imo Bugatti is still the kings of top speed Why Their cars are still considered luxury cars with radio and other things you get in a normal car And yet despite that and having around 300400 kg more weight than Koenigseggs and SSCs etc they can still compete for the fastest car ever All Koenigseggs are extremely light hypercars that are solely built for top speed But Bugatti They still clock in comfort and luxury,5
208,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9HSjKYJIHwu,Wellim just here because the Veryon got the Top of the list,Wellim just here because the Veryon got the Top of the list,5
209,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9HNjwSzakA4,@Digital Camaro shmee150 has entered the chat, Camaro shmee150 has entered the chat,5
210,Ugx6HronCcF8wPmZUMp4AaABAg.8zNumkpkcWv9HNjug1z1BQ,@Maven ?reading your comment after shmee150 proved it was fake, reading your comment after shmee150 proved it was fake,1
